ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),OUT
1.19,9.649,2.15,0.86,9.621,1.696,0.069,0.17,0.804,-0.162,0.113,0.273,5,36.5,-22.3,-6.8,249.1,-79.3,-25.9,0,4.5
0.888,9.654,2.15,1.006,9.564,1.922,0.493,-0.374,-0.14,-0.125,0.018,-0.019,5,35.8,-23.5,-7.6,247.6,-77.2,-27.6,0,4.5
1.109,9.486,2.119,1.084,9.538,2.008,0.108,-0.038,0.017,-0.194,-0.209,-0.088,5,35.3,-23,-7,244.6,-76.6,-29,0,4.5
0.828,8.847,2.313,0.984,9.578,1.862,-0.102,-0.447,0.276,0.081,-0.045,-0.154,5,35.4,-23,-7.6,247,-76.5,-28.4,0,4.5
0.065,10.707,2.296,0.665,9.647,1.63,-0.6,1.06,0.666,0.058,0.339,-0.24,4,36.1,-22.7,-5.8,251.3,-79.7,-22.2,0,4.5
0.019,10.48,1.367,0.53,9.655,1.632,-0.817,1.133,0.195,0.256,0.215,0.118,4,36.2,-22.5,-4.4,253.8,-79.6,-18.2,0,4.5
0.611,8.583,1.075,0.727,9.621,1.753,0.082,-0.944,-0.777,-0.096,0.233,0.17,4,35.1,-23.3,-4.9,249.1,-78.8,-22.5,0,4.5
0.579,9.266,2.674,0.717,9.59,1.919,-0.442,-0.147,0.267,-0.511,0.177,0.087,4,35.8,-23.3,-4.4,247.7,-78.7,-21.9,0,4.5
0.555,10.166,2.813,0.623,9.525,2.248,-0.144,0.749,0.4,0.091,0.363,-0.15,7,35.5,-23.2,-4.1,251.3,-76.1,-17,0,4.5
0.072,10.25,1.71,0.481,9.542,2.21,-0.352,0.519,-0.467,-0.053,0.068,0.014,7,35.5,-22.7,-3.2,254.1,-76.6,-12.7,0,4.5
0.393,9.443,1.779,0.442,9.553,2.171,-0.042,-0.055,-0.521,0.006,0.112,0.022,9,35.9,-22.6,-3.2,255.2,-76.6,-11.9,0,4.5
0.093,9.247,2.864,0.402,9.559,2.153,-0.313,-0.092,0.377,-0.008,0.15,0.043,9,35.7,-22.2,-2.8,256.7,-77.1,-10.6,0,4.5
0.721,10.164,1.798,0.331,9.551,2.198,0.342,0.488,-0.199,0.21,0.051,-0.092,9,35.9,-21.8,-2,256,-76.8,-9.4,0,4.5
0.144,9.876,2.603,0.325,9.588,2.034,-0.236,0.279,0.479,0.099,-0.172,-0.023,9,35.8,-21.7,-1.7,257.2,-77.6,-8.8,0,4.5
-0.35,9.783,2.49,0.339,9.623,1.858,-0.697,0.239,0.659,0.216,-0.294,0.131,9,35.5,-21.6,-2.2,256.3,-78.9,-10.3,0,4.5
1.494,11.138,0.682,0.5,9.657,1.629,1.17,1.077,-1.112,0.153,-0.46,-0.041,5,35,-22.3,-2.5,252.5,-79.5,-14.4,0,4.5
1.461,10.066,0.536,0.467,9.673,1.546,0.95,0.223,-1.005,0.209,-0.788,-0.262,5,34.9,-22.4,-3.6,252.6,-80,-18.1,0,4.5
0.673,10.025,0.886,0.292,9.709,1.346,0.445,0.406,-0.355,0.018,-0.384,-0.202,3,34.4,-21.2,-4.6,258.3,-81.2,-14.7,0,4.5
0.977,10.128,-0.158,0.214,9.744,1.081,0.777,0.376,-1.17,0.721,-0.507,-0.27,3,35.3,-20.6,-6.4,263.9,-82.5,-11.4,0,4.5
0.369,9.575,0.302,0.225,9.787,0.581,0.332,-0.38,-0.63,0.124,-0.65,0.178,4,35.3,-21.1,-6.2,265.1,-85.8,-13.8,0,4.5
0.555,9.01,0.644,0.434,9.792,0.299,0.177,-0.807,0.22,0.385,-0.459,0.057,4,34.7,-21.5,-7.3,224.7,-86.9,-55.4,0,4.5
0.383,9.8,-0.278,0.398,9.798,0.096,-0.074,-0.19,0.047,0.047,-0.484,-0.135,4,34.1,-21.2,-8.6,211.2,-87.4,-72.9,0,4.5
-0.438,9.67,0.888,0.322,9.801,0.066,-0.758,0.011,0.894,0.011,-0.203,0.038,4,34.3,-21.2,-9.8,206.9,-88.1,-77.4,0,4.5
-0.213,9.994,0.34,0.364,9.799,0.095,-0.295,0.072,-0.047,0.011,-0.1,0.102,4,33.7,-21.2,-9.3,206.3,-88,-78,0,4.5
0.9,9.888,-0.486,0.519,9.79,0.216,-0.092,-0.243,0.09,-0.185,-0.022,0.213,4,33.1,-21.7,-11.2,219.7,-86.7,-67.4,0,4.5
0.747,9.905,0.055,0.599,9.783,0.318,0.146,0.122,-0.261,-0.017,0.053,0.009,4,31.9,-21.7,-11.6,224.2,-86.1,-63,0,4.5
1.243,9.931,0.22,0.61,9.784,0.266,0.443,0.339,-0.189,-0.003,-0.121,0.045,5,32,-21.5,-12.1,222.5,-86.1,-66.5,0,4.5
1.422,9.812,0.204,0.742,9.776,0.207,0.574,0.134,-0.015,-0.022,-0.117,0.027,5,31.3,-21.5,-12.8,220.2,-85.9,-70.4,0,4.5
0.907,10.276,0.747,0.822,9.77,0.218,0.231,0.638,0.227,-0.209,-0.048,0.027,4,31.7,-21.9,-12.3,211.8,-85.2,-77.3,0,4.5
0.113,10.089,0.481,0.742,9.775,0.247,-0.582,0.4,0.109,0.209,-0.079,-0.162,4,31.9,-21.7,-13.8,220.5,-84.9,-69.8,0,4.5
-0.036,10.042,-0.283,0.641,9.785,0.094,-0.51,0.12,-0.271,0.179,0.163,-0.069,6,31.3,-21,-13.7,217.8,-85.6,-73.3,0,4.5
-0.05,10.018,0.436,0.564,9.79,0.079,-0.643,0.216,0.366,0.093,0.176,0.058,5,31.7,-21.9,-13.4,207.3,-86.4,-83.8,0,4.5
0.199,9.824,-0.254,0.387,9.797,0.187,-0.14,0.024,-0.381,-0.006,0.172,0.041,5,30.9,-21.9,-13.4,220.3,-87.3,-70.8,0,4.5
0.69,9.4,-0.065,0.389,9.797,0.206,0.284,-0.406,-0.234,0.036,0.071,-0.052,5,31.7,-21.7,-11.6,227.2,-87.4,-62.1,0,4.5
0.761,10.161,-0.462,0.31,9.802,0.043,0.492,0.293,-0.5,-0.028,0.037,-0.205,5,32,-21.1,-10.9,215.3,-87.9,-72.9,0,4.5
0.218,9.788,-0.048,0.303,9.802,-0.055,-0.208,0.082,0.433,0.041,-0.053,-0.021,4,32.1,-20.4,-11.3,188.5,-88.2,-100.3,0,4.5
0.376,9.553,0.036,0.297,9.802,-0.042,0.06,-0.227,0.089,0.024,0.052,-0.01,4,32.3,-20,-11.2,188.8,-88.2,-100,0,4.5
0.445,10.111,0.086,0.308,9.802,-0.029,0.463,0.19,-0.222,-0.08,-0.037,-0.083,4,32.5,-20.9,-12.1,194.8,-88.2,-95.4,0,4.5
0.01,10.216,-0.28,0.279,9.803,-0.04,-0.434,0.675,-0.264,-0.106,-0.057,0.027,4,31.7,-20.6,-11.8,190.3,-88.3,-100.1,0,4.5
-0.254,10.331,0,0.26,9.803,-0.008,-0.687,0.444,0.234,-0.071,0.125,0.058,5,33.1,-20.2,-12.7,199.5,-88.5,-91.7,0,4.5
0.153,9.752,-0.18,0.235,9.804,0.024,-0.081,-0.052,-0.199,-0.009,0.134,0.054,5,32.3,-20.3,-12.7,206.6,-88.6,-83.6,0,4.5
0.302,9.73,0.323,0.249,9.803,-0.03,0.01,-0.03,0.26,-0.064,0.214,0.051,5,32.4,-20.8,-11.9,193.6,-88.5,-96.8,0,4.5
0.091,10.066,0.136,0.244,9.803,-0.067,-0.152,0.262,0.206,0.036,0.06,0.013,5,32.6,-21.4,-11,191.3,-88.4,-99.1,0,4.5
1.267,10.118,-0.476,0.29,9.802,0.038,0.491,0.062,0.416,0.049,-0.271,-0.058,5,32.8,-20.7,-11.3,199.3,-88.4,-88.8,0,4.5
0.646,10.07,0.505,0.349,9.799,0.16,0.319,0.283,0.222,-0.029,-0.183,-0.126,5,32.6,-20,-12.7,219.1,-87.8,-71.6,0,4.5
0.019,9.608,0.426,0.383,9.798,0.139,-0.296,-0.254,0.231,0.01,-0.051,0.075,5,32.9,-20.2,-12.7,221.3,-87.8,-67.8,0,4.5
0.773,9.618,-0.048,0.551,9.79,0.169,0.259,-0.174,-0.208,-0.054,-0.103,0.171,6,32.6,-20.9,-12.4,216.4,-87,-72.6,0,4.5
1.056,9.912,-0.091,0.698,9.78,0.207,0.261,0.151,-0.197,-0.136,-0.125,0.112,6,31.7,-21.1,-12.2,216.4,-86.3,-74.3,0,4.5
0.558,9.496,1.226,0.778,9.768,0.377,-0.22,-0.273,0.849,-0.168,-0.12,0.057,6,31.6,-21.4,-13.9,224.3,-85.2,-67.4,0,4.5
0.024,10.104,0.551,0.695,9.775,0.358,-0.75,0.321,0.258,-0.008,-0.041,-0.091,6,31.9,-21.2,-14.2,227.6,-85.3,-63.9,0,4.5
-0.029,10.365,0.057,0.532,9.79,0.19,-0.491,0.548,-0.175,0.156,0.159,-0.012,6,31.3,-20.9,-15.3,227.9,-86.4,-66.3,0,4.5
0.364,9.714,-0.057,0.484,9.794,0.089,-0.226,0.051,-0.228,0.018,0.142,0.141,5,32.6,-21.8,-13.6,220.4,-87,-73.5,0,4.5
0.297,9.474,-0.05,0.563,9.79,0.069,-0.204,-0.326,-0.191,0.03,0.173,0.164,5,32.2,-22.4,-13.4,208.2,-86.7,-83,0,4.5
1.111,10.094,0.383,0.71,9.778,0.233,0.399,0.317,0.142,-0.074,0.268,0.01,6,32.5,-22.1,-13.3,213,-86.2,-79.4,0,4.5
1.36,10.113,0.721,0.691,9.774,0.406,0.537,0.416,0.385,0,0.246,-0.158,6,32.6,-22.3,-13.6,228,-85.3,-62.9,0,4.5
0.793,9.307,1.355,0.644,9.776,0.43,0.149,-0.469,0.925,-0.217,0.055,0.06,6,32.7,-21.7,-12.6,229.6,-85.5,-59.9,0,4.5
1.274,10.59,-1.513,0.595,9.785,0.258,0.391,0.743,-1.598,-0.212,0.142,-0.094,6,33.2,-21.8,-12.5,221.9,-86.2,-66.6,0,4.5
0.314,10.2,0.299,0.518,9.781,0.477,-0.136,-0.142,0.755,0.044,0.159,-0.146,6,33.4,-21.2,-12.7,240.2,-85.6,-49.1,0,4.5
-0.022,10.128,0.874,0.418,9.778,0.623,-0.997,0.553,0.653,-0.03,0.513,0.068,5,34.1,-21.1,-11.7,242.5,-86.1,-44.9,0,4.5
0.486,9.572,1.355,0.569,9.753,0.856,-0.165,-0.171,0.562,-0.115,0.203,0.288,5,34.5,-21.4,-11.7,252.9,-84.6,-33.2,0,4.5
0.788,9.771,0.754,0.706,9.734,0.957,0.039,0.235,-0.349,-0.157,0.148,0.12,6,33.9,-22.3,-11.7,249.5,-83.6,-34.9,0,4.5
0.929,9.91,0.697,0.684,9.732,0.999,0.266,0.154,-0.278,0.058,0.115,-0.124,6,34.3,-22.4,-11.6,251,-82.9,-34.4,0,4.5
0.402,9.939,0.486,0.555,9.748,0.92,-0.272,0.328,-0.381,0.095,0.146,-0.082,6,35.5,-21.7,-11.6,253.7,-83.4,-31.5,0,4.5
0.565,9.778,0.802,0.495,9.754,0.881,0.07,-0.043,-0.18,-0.016,0.132,-0.066,6,35,-22.6,-11.4,251.7,-83.9,-30.8,0,4.5
0.776,9.527,0.919,0.417,9.763,0.828,0.356,-0.21,-0.021,0.068,-0.086,-0.167,6,35.9,-21.7,-10.3,254.9,-84.4,-27.5,0,4.5
0.479,10.166,0.706,0.373,9.771,0.746,0.187,0.304,-0.073,0.053,-0.229,-0.074,6,35.6,-21.9,-11.7,258.1,-84.7,-26,0,4.5
0.177,9.69,0.091,0.35,9.779,0.647,-0.065,-0.063,-0.587,-0.043,-0.414,-0.001,5,36.1,-21.5,-11.4,257.5,-85.3,-26.8,0,4.5
-0.081,10.702,1.202,0.225,9.778,0.713,-0.162,0.671,0.393,0.159,-0.149,-0.311,6,36.1,-22.2,-13.4,265,-85.3,-22.1,0,4.5
-0.311,10.71,1.3,0.043,9.774,0.798,-0.354,0.936,0.502,-0.171,-0.373,-0.117,6,36.6,-20.8,-14.8,281.8,-85.8,-7.2,0,4.5
0.225,9.936,1.499,0.107,9.767,0.871,0.32,0.054,0.738,-0.004,-0.401,0.046,5,35.9,-20.9,-15.8,286.4,-85.1,-4.9,0,4.5
0.438,9.283,1.075,0.139,9.768,0.855,0.299,-0.486,0.22,-0.054,-0.282,-0.069,5,35.2,-21.2,-17.3,285.2,-85,-8,0,4.5
0.273,9.295,0.409,0.049,9.775,0.79,0.2,-0.176,-0.534,0.017,-0.206,-0.229,6,35,-21.5,-18.8,292.6,-85.4,-3.5,0,4.5
0.11,9.771,1.156,-0.066,9.766,0.89,-0.203,-0.065,0.771,0.017,-0.033,-0.112,6,35.4,-20.5,-19.1,298.3,-85,2.2,0,4.5
-0.371,10.13,0.749,-0.125,9.775,0.78,-0.176,0.405,-0.124,-0.047,-0.16,-0.024,6,35.5,-21.5,-18.8,304.8,-85.4,9.1,0,4.5
-0.488,9.989,1.02,-0.125,9.762,0.931,-0.377,0.207,0.232,0.02,-0.113,0.049,6,35.3,-22,-19.5,304.5,-84.6,8.6,0,4.5
-0.261,9.572,1.403,-0.11,9.757,0.983,0.258,-0.585,0.126,-0.202,-0.142,0.003,7,35.3,-21.6,-19.5,303,-84.5,7.6,0,4.5
0.067,9.903,0.781,-0.175,9.775,0.772,0.24,0.129,-0.007,0.131,0.222,-0.011,6,36.1,-21.4,-19,307.1,-85.1,11.4,0,4.5
-0.208,9.505,1.508,-0.127,9.762,0.93,0.01,-0.252,0.332,-0.76,0.097,0.173,6,36.6,-22.4,-17.9,308,-85.6,12.2,0,4.5
-0.23,10.465,0.625,-0.049,9.772,0.824,-0.171,0.674,-0.17,-0.133,0.315,0.027,6,37.1,-22.9,-16.3,294.2,-85.2,3.4,0,4.5
-0.742,9.673,1.559,0.002,9.761,0.947,-0.641,-0.069,0.516,0.086,0.741,0.032,6,37.5,-24.1,-15.8,289.6,-84.5,-0.7,0,4.5
-0.18,9.893,1.14,-0.125,9.783,0.669,0.918,0.382,-1.631,0.657,0.508,-0.146,5,38.3,-23.6,-14,289.7,-84.8,1.1,0,4.5
-1.252,10.061,1.607,-0.284,9.776,0.717,-1.004,-0.649,1.629,-0.181,0.72,-0.114,5,39,-24.7,-9.7,301.5,-86.1,19.3,0,4.5
0.283,9.678,1.003,-0.316,9.754,0.967,0.801,0.132,-0.166,-0.501,0.767,0.052,5,40,-24.2,-7.7,300.3,-84.8,21.7,0,4.5
-0.582,9.627,1.516,-0.362,9.731,1.16,-0.328,-0.106,0.59,-0.433,0.886,0.071,5,40,-25.1,-3,292.3,-83.6,17.5,0,4.5
-0.46,10.303,1.827,-0.395,9.719,1.247,-0.065,0.574,0.602,-0.036,0.987,-0.007,4,40,-25.6,-0.2,281.3,-82.4,16.2,0,4.5
-0.17,10.013,1.671,-0.376,9.713,1.301,0.343,0.319,0.181,0.071,0.577,0.101,6,40,-25.4,3.1,279.5,-82.3,17.2,0,4.5
-0.716,10.178,1.312,-0.35,9.72,1.251,-0.007,0.465,-0.265,0.005,0.345,0.131,6,40.1,-25.5,4.7,274.6,-82.1,15.8,0,4.5
-0.927,10.573,-1.326,-0.346,9.741,1.081,0.042,0.131,-0.576,-0.362,-0.011,0.021,5,40,-25.1,6.7,271.4,-82.8,15.7,0,4.5
-0.275,9.484,2.155,-0.297,9.719,1.275,1.056,-1.284,0.372,0.567,0.675,-0.166,5,38.5,-26.5,8.2,269.5,-82.7,15.9,0,4.5
0.23,9.568,1.484,0.321,9.605,1.95,-0.044,-0.059,-0.491,-0.06,0.125,-0.073,5,-34,-23.3,7.3,99.8,-78.4,-9.3,0,4.5
1.214,9.455,2.174,0.334,9.575,2.093,0.944,-0.094,0.081,-0.203,-0.142,-0.056,5,-32.1,-22.6,8.3,103.7,-77.8,-9,0,4.5
0.113,10.674,2.55,0.282,9.572,2.115,-0.324,1.1,0.444,0.052,0.094,0.075,5,-33.5,-23.4,8,103.5,-77.4,-7.6,0,4.5
0.048,9.752,2.708,0.368,9.578,2.073,-0.19,0.235,0.715,0.408,0.033,0.102,6,-33,-22.7,7,101.3,-77.4,-9,0,4.5
0.311,9.426,3.134,0.55,9.607,1.89,-0.17,-0.025,0.988,-0.24,0.233,0.251,6,-34.2,-22.6,8.5,96.6,-79,-13.5,0,4.5
0.627,9.886,2.404,0.59,9.608,1.874,0.178,0.194,0.508,0.13,-0.049,0.061,5,-34.3,-21.8,8.5,93.7,-78.4,-16.9,0,4.5
-0.536,9.436,2.033,0.424,9.682,1.498,-0.992,-0.134,0.058,0.663,0.338,-0.161,5,-33.6,-21.2,7.5,92.4,-78.8,-17.6,0,4.5
0.108,8.926,1.812,0.408,9.691,1.445,-0.301,-0.729,0.353,-0.028,0.065,0.114,5,-34.2,-21.1,8.4,92.8,-81.2,-15.8,0,4.5
-0.187,9.874,1.36,0.319,9.697,1.424,-0.506,0.177,-0.064,0.143,0.151,-0.089,5,-33.7,-21.8,8.2,94.2,-81.2,-14.6,0,4.5
0.309,10.099,0.702,0.181,9.714,1.333,0.084,0.555,-0.823,0.027,0.137,0.02,5,-33.2,-22.1,7.4,99.3,-82.1,-7.7,0,4.5
0.512,9.955,1.353,0.262,9.712,1.336,0.059,0.699,-0.357,-0.284,-0.247,0.288,5,-34.1,-21.4,7.8,99.1,-82.3,-8.7,0,4.5
0.354,9.685,1.707,0.423,9.707,1.326,-0.191,0.073,0.185,0.215,0.078,0.02,5,-33.8,-20.4,7.5,92.6,-81.3,-16.1,0,4.5
0.278,9.606,1.36,0.399,9.73,1.156,-0.114,-0.153,0.23,0.211,0.031,-0.017,5,-34,-20.6,8,89,-82.6,-18.8,0,4.5
0.472,9.879,0.687,0.32,9.753,0.974,0.032,0.068,-0.155,0.173,-0.06,-0.099,5,-33.9,-21,7.9,89,-83.1,-18.4,0,4.5
0.218,9.41,0.565,0.239,9.766,0.863,-0.072,-0.184,-0.367,0.01,-0.072,-0.041,5,-33.8,-20,9.1,92.3,-84.8,-15.5,0,4.5
0.986,10.98,-0.211,0.079,9.76,0.955,0.582,0.212,0.003,0.196,0.065,-0.514,5,-33.1,-21.1,8.9,95.9,-84.7,-12.6,0,4.5
-0.769,11.131,2.27,-0.25,9.77,0.804,-0.683,1.361,1.77,0.032,0.042,-0.054,5,-32.8,-22.3,7.9,111.7,-84.7,4.9,0,4.5
0.33,9.347,0.718,-0.185,9.774,0.782,0.585,-0.568,-0.063,0.163,-0.213,0.011,5,-33.6,-22.1,6.8,117.5,-85.3,13.3,0,4.5
0.034,9.33,0.182,-0.191,9.784,0.64,0.306,-0.547,-0.408,0.03,-0.235,0.016,5,-33.1,-21.3,8.7,121.6,-85.9,15.9,0,4.5
-0.417,9.007,0.553,-0.091,9.783,0.668,-0.328,-0.714,-0.239,0.02,-0.079,0.116,4,-32.7,-21.5,8.8,117.9,-86,10.4,0,4.5
0.417,9.91,0.572,0.063,9.77,0.84,0.486,0.702,-0.871,-0.151,-0.128,0.14,4,-32.6,-21,9.2,113.2,-85.9,4.1,0,4.5
-0.108,10.915,0.12,0.173,9.769,0.84,-0.343,1.146,-0.665,0.019,-0.058,0.143,5,-32.6,-21.4,8.8,103.9,-85.1,-4.3,0,4.5
-0.151,9.828,1.31,0.273,9.774,0.747,-0.266,0.277,0.481,0.273,0.165,0.076,5,-32.9,-20.6,8.2,89.2,-85.1,-17.5,0,4.5
0.697,9.623,0.634,0.31,9.793,0.406,0.36,-0.206,0.208,0.286,0.17,-0.08,4,-33.7,-19.4,8.9,77.8,-86.1,-27.2,0,4.5
0.646,9.795,0.239,0.214,9.797,0.373,0.375,0.069,-0.118,0.116,0.264,-0.155,4,-33.7,-19.6,8.6,76.4,-87.5,-29.8,0,4.5
-0.244,10.793,0.089,0.031,9.801,0.33,-0.298,0.765,-0.072,-0.135,0.266,-0.116,4,-33.4,-20.5,8,88.2,-88.1,-16.5,0,4.5
0.283,9.893,-0.285,0.024,9.793,0.507,0.271,0.165,-1.155,-0.476,0.094,0.104,4,-33.1,-20.4,6.4,103.3,-87.9,0.5,0,4.5
0.077,8.617,0.642,0.11,9.78,0.717,-0.329,-1.338,0.361,-0.075,0.126,0.007,5,-33.6,-20.2,4.9,92.1,-85.8,-8.7,0,4.5
0.326,9.874,1.65,0.045,9.769,0.854,0.281,0.119,0.939,-0.097,-0.121,-0.14,6,-33.8,-21.1,4.1,95.2,-85.3,-4.7,0,4.5
-0.405,10.425,0.8,-0.058,9.77,0.844,-0.459,0.729,0.38,0.185,-0.264,-0.103,6,-33.4,-21.5,4,103.9,-85.1,4,0,4.5
-0.599,10.219,0.797,-0.106,9.785,0.646,-0.493,0.434,0.151,0.205,-0.232,0.046,6,-33.1,-20.7,5.6,108.9,-85.7,8.1,0,4.5
-0.12,9.872,0.225,-0.085,9.796,0.447,-0.185,0.016,-0.119,0.163,-0.283,0.088,6,-33.7,-21.7,6.9,113.6,-86.5,9.8,0,4.5
-0.12,10.056,0.46,-0.025,9.8,0.346,-0.459,0.411,0.37,0.06,-0.15,0.137,5,-33.8,-21.2,8.2,108.5,-88,4.2,0,4.5
-0.223,9.939,0.723,0.084,9.803,0.235,-0.333,0.135,0.526,0.283,-0.356,0.132,5,-33.8,-21.4,8.4,97,-88.1,-7.8,0,4.5
0.383,10.154,-0.113,0.173,9.803,-0.18,0.263,0.437,-0.308,0.425,-0.422,0.039,4,-33.3,-19.2,10.1,330.2,-88.5,-136.2,0,4.5
-0.062,10.312,-0.419,0.201,9.8,-0.3,-0.383,0.45,0.288,0.106,-0.285,0.049,4,-33.6,-19.6,11,322.5,-88,-144.7,0,4.5
0.618,9.323,-0.668,0.225,9.798,-0.335,-0.104,-0.34,-0.064,0.141,0.034,-0.015,3,-33.9,-19.7,11.8,322.7,-87.7,-145,0,4.5
0.342,9.096,0.852,0.228,9.8,-0.281,0.227,-0.817,1.086,-0.022,-0.164,0.025,3,-32.8,-19.4,12.5,324.4,-87.7,-146.4,0,4.5
0.299,9.132,-0.254,0.237,9.799,-0.319,0.065,-0.607,-0.022,-0.07,-0.131,-0.039,3,-33,-18.8,13,327,-87.7,-143.8,0,4.5
0.189,9.991,-0.84,0.183,9.796,-0.416,0.22,-0.02,-0.779,0.016,-0.023,-0.078,3,-32.6,-19.1,12.8,317.9,-87.5,-152.7,0,4.5
0.263,10.094,-0.074,0.206,9.799,-0.327,0.069,0.271,0.264,-0.199,-0.126,0.041,3,-32.3,-19.4,13.8,314.1,-87.3,-156.3,0,4.5
0.199,10.058,-0.512,0.236,9.801,-0.247,-0.219,0.373,-0.102,-0.16,-0.106,0.066,3,-33.1,-19.6,12.7,329,-87.9,-141.9,0,4.5
-0.17,10.137,-0.438,0.22,9.801,-0.245,0.011,0.039,0.124,-0.144,0.01,0.057,3,-32.6,-20,12.2,337.2,-88.1,-133.9,0,4.5
0.115,10.087,0.29,0.195,9.802,-0.245,-0.009,0.28,0.437,-0.052,0.082,-0.049,3,-33.3,-20.5,11.9,327.9,-88.2,-141.5,0,4.5
0.199,10.013,-0.204,0.153,9.8,-0.325,-0.063,0.49,-0.113,0.083,0.161,-0.012,3,-32.8,-19.9,12.3,318.3,-88.1,-148.9,0,4.5
0.045,10.451,-0.453,0.14,9.795,-0.452,-0.047,0.636,-0.008,0.244,0.225,-0.002,3,-33.2,-20.4,12.2,311.3,-87.9,-157.8,0,4.5
0.388,9.263,-1.092,0.285,9.787,-0.545,0.338,0.214,-0.409,-0.049,-0.323,0.239,3,-34,-19.9,11.8,313,-86.9,-155.1,0,4.5
0.577,9.041,-0.148,0.498,9.783,-0.461,0.17,-0.814,0.257,-0.052,-0.081,0.032,3,-33.8,-19.3,13.4,322.5,-86,-147.1,0,4.5
-0.9,11.121,0.943,0.457,9.789,-0.371,-1.336,1.213,1.382,-0.319,0.294,0.153,3,-34.5,-19.3,12.3,330.8,-86.3,-137.6,0,4.5
-0.16,9.884,-0.414,0.469,9.794,-0.142,-0.546,0.003,-0.313,0.162,0.265,-0.103,3,-34.6,-19,11,348.4,-86.7,-119.1,0,4.5
-0.041,10.327,-0.184,0.318,9.801,-0.092,-0.325,0.6,-0.21,0.053,0.247,-0.097,3,-34.4,-19.6,10.9,1.9,-88.1,-106.1,0,4.5
0.381,9.52,-0.484,0.267,9.802,-0.11,0.102,-0.343,-0.378,0.036,0.168,-0.031,3,-34.5,-19.7,10.6,357,-88.2,-110.4,0,4.5
0.12,9.759,-0.184,0.203,9.8,-0.292,-0.021,0.073,-0.392,0.005,0.214,-0.036,3,-34.6,-20.2,10.1,322.6,-88.1,-142.6,0,4.5
0.479,9.673,-0.656,0.254,9.796,-0.376,0.117,-0.108,-0.154,0.03,0.137,0.021,3,-34.7,-20.6,10.3,318.3,-87.8,-145.3,0,4.5
-0.371,9.709,0.488,0.29,9.792,-0.449,-0.617,-0.001,0.767,0.024,0.076,0.074,3,-35.4,-20.4,9.5,316,-86.9,-147.1,0,4.5
0.196,10.078,-0.491,0.209,9.797,-0.375,0.32,0.264,-1.268,0.17,-0.093,-0.075,3,-35,-20.2,10.9,318.3,-87.3,-146.6,0,4.5
0.764,10.42,-0.33,0.153,9.802,-0.265,0.614,0.617,-0.121,-0.199,-0.148,-0.013,3,-34.9,-20,10.5,311,-87.4,-155.4,0,4.5
0.11,10.089,-0.345,0.112,9.806,-0.043,-0.013,0.066,-0.063,-0.424,-0.053,-0.011,3,-35.6,-20.7,10.4,321.6,-88.9,-143.5,0,4.5
0.656,9.862,-0.12,0.106,9.806,0.042,0.047,0.001,0.291,0.1,0.027,-0.025,3,-35.7,-21.3,9.5,33.2,-89.3,-72.6,0,4.5
0.558,9.936,-0.16,0.188,9.805,-0.048,-0.343,0.383,0.604,0.186,0.134,0.31,3,-35,-21.1,9.5,0,-88.9,-104.4,0,4.5
0.821,9.699,-0.189,0.542,9.792,0.005,0.386,-0.034,-0.177,-0.154,0.093,0.35,3,-35.8,-19.7,9.7,6.2,-88,-97.9,0,4.5
1.429,10.408,-0.084,0.732,9.779,0.059,0.906,0.523,-0.142,0.086,0.158,0.071,3,-37,-18.7,8.9,15,-86.8,-89.5,0,4.5
1.755,9.642,0.39,0.872,9.766,0.161,0.883,-0.125,0.229,-0.215,-0.077,0.1,3,-36.8,-18.6,8.7,21.3,-85.1,-83.3,0,4.5
0.644,10.03,-0.86,0.775,9.776,-0.062,-0.28,-0.018,-0.713,0.024,0.217,-0.259,3,-37,-18.5,8.6,18.6,-84.9,-87.4,0,4.5
0.113,10.317,0.623,0.618,9.787,0.058,-0.701,0.165,0.946,-0.003,0.36,-0.124,3,-37,-19.5,8.5,15.2,-86.1,-87.5,0,4.5
0.194,9.302,0.534,0.523,9.792,0.11,-0.331,-0.49,0.429,-0.023,0.142,0.01,3,-36.7,-19.4,7.5,18.3,-86.6,-84.5,0,4.5
1.489,8.883,-0.342,0.569,9.79,-0.005,0.677,-0.65,-0.275,0.005,0.059,0.167,3,-36.9,-19.7,7.9,12.1,-86.7,-90.5,0,4.5
0.532,9.761,-0.852,0.549,9.791,-0.024,0.854,-0.214,-1.618,-0.114,0.035,-0.3,3,-37.4,-18.8,7.7,10.8,-86.3,-91.7,0,4.5
0.807,10.137,-0.184,0.419,9.794,0.264,-0.065,0.286,-0.082,-0.397,0.032,-0.112,3,-36.9,-20.3,8.3,35.3,-87.1,-67.8,0,4.5
